S.No,text,Label
3372,అమ్మా... కృతిక.. ఈసారి వాడి దగ్గరకి వచ్చే టప్పుడు ఏదైనా మారునాయుధం తో వచ్చి చావ దెంగు.. కేసు నా మీద వేసుకుంటా.. భరించలేక పోతున్నాము..,hate
3373,వాడి ముఖం అద్దంలో చూసుకో మను ప్రకాష్ రాజు గారి తో మాట్లాడాడు,hate
3374,మానసిక రోగి అనే పేరు వస్తే లిస్ట్ లో ఫస్ట్ నీ పేరే ఉంటది ధోర,hate
3375,Mundhu veeni interview chesthunna channel vallani thannali,hate
3376,Mentel gadini tesuku vachi kurcho pettukunnaru enti anker garu,hate
3377,Krittika Garu Vadine Chepu tho Kothandi Live Lo....,hate
3378,"Intha pichi ekkada chudaledu,",hate
3379,Yeediki prathi kshnam third degree pettali yee sollu poyenthavaraku,hate
3380,Vacharuu thikdhi thikkoduu,hate
3381,Veedemma veedi lssge waste dhi,hate
3382,Picchodini interview endhuku chesthunnaru may be TRP kosama,hate
3383,ఒరేయ్.......నీకు చేతబడి చెప్పించిన ని అబ్బదలకు ఆ చేతబడి కూడా నిన్ను ఏం చేయలేదురా,hate
3384,శివ గారు మీకున్న ఓపికకి నిజంగా హ్యాట్సాఫ్…,hate
3385,నీ ఇంటర్వ్యూ అన్నిటిలో నాకు నచ్చిన ఇంటర్వ్యూ ఇది ఒక్కటే అన్న,non-hate
3386,ఒక సామాన్య వక్తి ఇలాంటి స్థాయికి రావడం చాలా గర్వకరణంగాగాఉంది .అది ఈరోజు చూడడం  చాలా హ్యాపీగా ఉంది .,non-hate
3387,Very funny.... Tirupathi language Yaasa dimpaadu...  he has very good natural making sense of humour... Hope to see him soon in Jabardast,non-hate
3388,6 అడుగుల లోతు 2 అడుగుల వెడల్పు ఎవరికైనా శాశ్వతం,non-hate
3389,"Shiva gari smile ki fidaa..mee anchoring super sir..nenu macha cheppe Answers kante meru iche smile ne chusthu undipoyanu..your voice,  your style of anchoring awaysome",non-hate
3390,Macha ki boothulu vachu kani ladies mundu vaddu anta,non-hate
3391,Macha songs em paadadu abaa,non-hate
3392,శివగారు మీ anchoring చాలా చాలా బాగుంది..simply superb...u have a bright future…,non-hate
3393,Macha anna lo oka singer unnadu.....bayataku rappinchandi bayya......macha anna oka famous singer avuthaaru,non-hate
3394,siva anna meeru great chala opikatho interview chesaru haatsaup Anna meeru great Anchor,non-hate
3395,Cinemalo comedy kante edi picha comedy  navvi navvi kadupu noppi vachindi really supper video supper interview  elantivi Inka cheyandiiiiii all the best,non-hate
3396,"అన్న, కల్వకుంట్ల ఫామిలీ మొత్తం జైల్ పోతారు అని 15 నెలల నుండి వింటున్నాము..దయచేసి జైల్ పంపండి, లేకపోతే జైల్ అనే మాట ఎత్తకండి రెడ్డి గారు",hate
3397,దమ్ము ఉన్న రాజు  మా రాజన్న,non-hate
3398,సన్యాసం తీసుకో తమ్ముడు,hate
3399,రాధాకృష్ణ గారు ఆకెళ్ళ రాఘవేంద్ర గారి నీ ఇంటర్వ్యూ చేయండి. మేము ఎంతగానో  ఎదురు చూస్తున్నాము.,non-hate
3400,ఓడిపోయిన కూడా రాజగోపాల్ రెడ్డి కోమటిరెడ్డి ఒక వారియర్ ,non-hate
3401,దమ్మున్న లీడర్ మా రాజన్న,non-hate
3402,లెజెండ్ రాజగోపాల్ రెడ్డి కల్ముషం లేని వ్యక్తి చాలా సింపుల్ మనిషి,non-hate
3403,ఆదర్శమైన పొలిటికల్ లీడర్ అయితే రాజకీయ సన్యాసం తీసుకుంటనని చెప్పారు. ఏమైంది,non-hate
3404,pedavallaku apadha vasthe ventene velli sahayam chese goppa leaders komatireddy brother's  dammunna leader rajanna ma balam ma dhairyam ma pranam komatireddy brothers,non-hate
3405,గెటప్ సీను acting యెంత మందికి nacchindi అద్భుతం super,non-hate
3406,సూపర్ సూపర్ సూపర్ సూపర్ ఎక్స్ట్రా డ్డరి అదిరిపోయింది శ్రీను అన్న హైలెట్ నువ్వు,non-hate
3407,నచ్చేసావ్ శ్రీను అన్న... Love u bro జై మెగాస్టార్,non-hate
3408,శ్రీను గారి గెటప్ & డైలాగ్ సూపర్ అండి... ఆటో రామ్ ప్రసాద్ ఆటో పంచేస్,non-hate
3409,ఈ కంటెంట్ లో చిరంజీవి గారి వాయిస్ చేసుంటే ఇంకా బాగుండేది.. స్కిట్ మాత్రం సూపర్,non-hate
3410,Manava rupamlo vunna Devudu mana megastar,non-hate
3411,శ్రీను నీ యాక్టింగ్ అదిరి పోయింది,non-hate
3412,గెటప్ శీను వావ్ సూపర్ మాన్ మెగాస్టార్ బాడీ లాంగ్వేజ్ యాస్ ఇట్ ఇస్ దించేసావు సూపర్ ,non-hate
3413,Enti Puri nuvvu entha knowledge gain chestavu.,non-hate
3414,Saami... Kadha kannaa venakaala nuvv cheppina vivarana baagundi..,non-hate
3415,Life lo okasri ina kalavli darling ninnu,non-hate
3416,Jungle Naa kodaka .. aa maatallo entha ardham undhandi,hate
3417,Shiva anna NUVVU entha try chesina ... She didn't loose her confidence and attitude .,non-hate
3418,గీత గారు ఈ ఒక్క ఇంటర్వ్యూ తో మీకు diehard ఫ్యాన్ అయిపోయ,non-hate
3419,Nenu e stage raavadaniki Karanam ....e stage vesinollaa,non-hate
3420,Dhini chusathey chalu nadhi solla legisipothundhi,hate
3421,NUV MIA KHALIFA NA SARAYU pedda figure needhi,hate
3422,Sarayu ni mingalra,hate
3423,"కండలు,ఒంపుసొంపులు beauty and strength వున్నంతసేపు,మనం ఎన్నైన మాట్లాడాతాం, అవి ఒడలిపోయిన fade out తెలుసుకున్న తరువాత అప్పుడేమీ మిగలదు సరయూ",hate
3424,"బిగ్ బాస్ షో నుండి మరీ ఎర్లీగా వెళ్ళటం కొంచెం నిరుత్సాహం కలిగించింది.
ఎలిమినేషన్ కి స్మోకింగ్ ముఖ్య కారణం అనిపించింది.",non-hate
3425,"Deendi length,breadth,depth,boops baaguntundi,sundlu superb.",hate
3426,"Pelli meeda naku chala dreams, respect vundedhi itlanti interviews chusinappudalla pelli chesukokunda vundadame manchidi anipistundhi",non-hate
3427,పాత్రల కథనం స్పష్టంగా వివరించబడింది.. కాబట్టి నేను ps1 సినిమా చూస్తాను,non-hate
3428,సినిమా చూసిన దానికన్నా మీరు చెప్పింది బాగా అర్ధం అయ్యింది మేడం,non-hate
3429,"చాలా చక్కగా ,తికమక లేకుండా నవల మీద, సినిమా మీద ఆసక్తి పెరిగేలా వివరించారు.ధన్యవాదాలు.",non-hate
3430,ఇప్పుడూ ఉన్నా యువతా అందరూ చదువుకున్నా వారు అధికార పార్టీ లను తిట్టటం కన్నా మనం అధికారం లోకి వస్తే ఎం చేస్తాం ఎలా చెస్తామ్ చెబితె యువతా ఆలొచిస్తారు,hate
3431,Very Nice.. BJP ni tarimi dengandhi telangan nundi,hate
3432,sky kohili valle india semis ki vachindhi,non-hate
3433,కృష్ణ గారు బ్రతకాలి.మా చిన్నప్పటి నుండి చూస్తున్నాం.ఎన్నో సినిమాలు ....,non-hate
3434,​navuthunava potti noodles  chalu ra e janmaki,non-hate
3435,గుడ్మార్ణింగ్ to హ్యాపీ సండే,non-hate
3436,"Jai shah
నాశనం చేస్తున్నాడు",hate
3437,మోడి తల వంచుతాము అని మోడి ముందు తల వంచి విన్నపం చేస్తున్నాడు జగన్,non-hate
3438,ఈ అరాచకాలు ఆపగలిగే దృక్పథం ఉన్న నాయకుడు. కేవలం పవన్ కళ్యాణ్ గారు మాత్రమే.,non-hate
3439,కావాలి జగన్ రావాలి జగన్ అని ఓ ఏసారుగా ఓట్లు... దింపుతున్నాడ ప్రతి రోజూ బాగా?,non-hate
3440,"అన్నీ ప్రభుత్వ వ్యతిరేక వార్తలే.. సామాన్యుడి కి ఈ వార్తలు చూస్తే,
ఆత్మ హత్యే శరణ్యం అనిపిస్తుంది",non-hate
3441,"అన్నీ ప్రభుత్వ వ్యతిరేక వార్తలే.. సామాన్యుడి కి ఈ వార్తలు చూస్తే,
ఆత్మ హత్యే శరణ్యం అనిపిస్తుంది",non-hate
3442,దోపిడీకోసమే అన్నా జీవించేది. దోపిడే జీవిత లక్ష్యం,non-hate
3443,Pillala niyamtrana bharatku yento avasaram.mail or fimail yevarayinasare adhar aadharamga okka bidda matrame vundali.,non-hate
3444,0 pellillu chesukoni padimandini kanakoodadu.janabha yimka perigite yimti stalalu chalavu,non-hate
3445,aharapadardhalu chalavu.prakruti kooda sahakarimchutaledu.yidi sentral gavarnament chetilopani,non-hate
3446,Pavan okkasariavakasamevvandi evvandiannadueste enkomoodupellilluchesukontad,non-hate
3447,babar azam gadu gobar gudda langa ha lanja meedha rape case vumdhi,hate
3448,pakistani fans meru erri pukulu ayyaru naku adhi challu,hate
3449,Neevalla eekamukka kuda avvadu Pavan Babu velli shootings chesuko...vellu,non-hate
3450,sri chaitanya jl peddha jaffa galu modda galaku emi radhu malla buildup,hate
3451,"Maa jaganu attu kudda pikalarru miru motamu kalise vachinnaaalion is jaganu
Piges grop is babu pawanu lokesh",non-hate
3452,desanni janabha bharinumdi raximchamdi mahaprebho.yidimodigarike sadhyapadutumdi.,non-hate
3453,yudi naavinnapamu matrame bhavishyatlo biddalu badhalu padakoodadane vudyesamuto navinnapamu.tappayite xaminchamani vinnapam,non-hate
3454,Janabha.peregutunaru.vupadhe.udhyogalu.karuve.vundhe.,non-hate
3455,RAJAKEYALU.HAMELU.NERAVERAKUNTE.VEPAKCHALU.AKADA.PRAJALU.NELADHESHTHAR,non-hate
3456,జగనన్న పేద ప్రజలకి కంచములు అన్ని రకాలు వంటకాలు వడ్డించి తినండి అని పళ్లెంలో పెట్టి పేద ప్రజలు అందిస్తుంటే అది పదివేల కు నచ్చట్లేదు అని ఎక్కడ మరిచిపోతారు అని చెప్పి పనికిమాలిన మాటలు చెప్పి జనములోకి వస్తున్నారు వీళ్ళకి జగన్ అన్నకి జగమంత కుటుంబం అని వీళ్ళకి కనిపించట్లేదు వీళ్లకు తోడు చిన్న పిల్లలు మైండ్ మెచ్యూర్ అవ్వని పిల్లలు ఈ పార్టీలో తిరిగి ఆ భవి ష్యత్తుని భవిష్యత్తు పాడు ,non-hate
3457,ప్రతిపక్షాలు సామాన్యుడిని ఎదగనివ్వరు పేద ప్రజలకి ఇల్లులు కడుతుంటే ఇప్పుడు వాళ్లు వచ్చి ఎలా కడుతున్నారు చూస్తారట ంగా ఉంది అతని నుంచి పేద ప్రజలకి ఇళ్ల పట్టాలు పంపిణీ చేయడానికి వీలు లేదంటూ ఆయన స్టేజెస్ కూర్చున్నాడు అంటే ఇతను కంపు చేయడానికి ప్రయత్నించేస్తున్నాడు జగనన్న లబ్ధిదారులు ఇటువంటివి జరిగినప్పుడు బయటకు వచ్చి మీ తాలూకా మనసులో ఉండే మాటను వాళ్లకి తెలియపరచండి,non-hate
3458,jagan anna ni gothu ela vuntahi ante notlo pasipoyi modda stuck ayitadhu vuntadhi,hate
3459,పావలా గాడు కావాలని రావడం తర్వాత గొడవలు సుస్టించడం వెల్లిపోవడం,non-hate
3460,పవన్ కుపరువుపొటమే నితికిఎతిరెకంగపొరడుతునడు అయనకుమచిదికదు  జగన్ నిలంటొడుకదు జగన్ దేవుడులంటివడు,non-hate
3461,ekanth sindhe gadu lanjala koppa leader,hate
3462,bjp ki siggu saram lanja paruvu emi ledhu,hate
3463,దత్తపుత్రుడికి ఇంకా సిగ్గు రాలేదు,non-hate
3464,shami vadu vadi erri puku fielding,hate
3465,vadini asla remove cheshi dengali cm nundhi,hate
3466,ఇదే చైతన్యం అంటే. తిరగబడం అంటే ఇదే. అమ్మపెట్టదు అడుక్కుతిననివ్వడు అంటే ఇదే.,non-hate
3467,ఎందుకు ఈ కలికాలంలో ఇలా తయారయ్యారు ఈ పార్టీలో వాళ్లు మంచి జరుగుతుంటే చూడలేకపోతున్నారా ఏంట్రా ఇది ఒరేయ్ పవన్ నువ్వు సర్వనాశనం నిన్ను ప్రోత్సహిస్తున్న చంద్రబాబు నాయుడు అనే వాడు ఆల్రెడీ బుల్లి తో చేస్తున్నాడు రోజుకు రోజు,non-hate
3468,జనాలు తెలివైన వాళ్ళు కాబట్టే ఇలా తిరగబడ్డారు.,non-hate
3469,మేము ప్రజలకి ఫలానాది చేస్తామని చెప్పుకొని ప్రజల్లోకి రావాలి ఏ బొక్క లేదు వచ్చి ఏం పీకుతారు,non-hate
3470,చాలా చక్కగా బుద్ధి చెప్పారు అక్కలు,non-hate
3471,కనీసం మీడియా ముందుకు వచ్చి ఒక ప్రెస్ మీట్ కూడా పెట్టలేని వాడు ఈ పావలా.,non-hate
3472,jagan ki alane gudda lo rod dimpali public,hate
3473,Clarity lakunda vastha Ela na vuntundhi..,non-hate
3474,modi ki muslim galu eppudo pelechi dengutaru,hate
3475,దత్తపుత్రుడికి ఇంకా సిగ్గు రాలేదు,non-hate
3476,eknath kicheppu  tho dengali,hate
3477,దే చైతన్యం అంటే. తిరగబడం అంటే ఇదే. అమ్మపెట్టదు అడుక్కుతిననివ్వడు అంటే ఇదే.,non-hate
3478,ఎందుకు ఈ కలికాలంలో ఇలా తయారయ్యారు ఈ పార్టీలో వాళ్లు మంచి జరుగుతుంటే చూడలేకపోతున్నారా ఏంట్రా ఇది ఒరేయ్ పవన్ నువ్వు సర్వనాశనం నిన్ను ప్రోత్సహిస్తున్న చంద్రబాబు నాయుడు అనే వాడు ఆల్రెడీ బుల్లి తో చేస్తున్నాడు రోజుకు రోజు,hate
3479,జనాలు తెలివైన వాళ్ళు కాబట్టే ఇలా తిరగబడ్డారు.,non-hate
3480,మేము ప్రజలకి ఫలానాది చేస్తామని చెప్పుకొని ప్రజల్లోకి రావాలి ఏ బొక్క లేదు వచ్చి ఏం పీకుతారు,non-hate
3481,కనీసం మీడియా ముందుకు వచ్చి ఒక ప్రెస్ మీట్ కూడా పెట్టలేని వాడు ఈ పావలా..,non-hate
3482,"Sicogallu  tho jagrthha,,,",hate
3483,Murkulani evaru emi cheyaleru...,non-hate
3484,Aadhoka party vadoka nayakuda villoka karyakarthalu.,non-hate
3485,Eippudu nuvvu yenta chesina janallaki vellina niku minus,hate
3486,sanka naaku ra ..papi ga chn dhi,hate
3487,ఇదే చైతన్యం అంటే. తిరగబడం అంటే ఇదే. అమ్మపెట్టదు అడుక్కుతిననివ్వడు అంటే ఇదే.,non-hate
3488,జనాలు తెలివైన వాళ్ళు కాబట్టే ఇలా తిరగబడ్డారు.,non-hate
3489,అప్పుడు సైకో గాళ్లకు సమ్మగా ఉంది,hate
3490,మేము ప్రజలకి ఫలానాది చేస్తామని చెప్పుకొని ప్రజల్లోకి రావాలి ఏ బొక్క లేదు వచ్చి ఏం పీకుతారు,non-hate
3491,ka paul ki pichi pettindhi modda vadu enti leadder,hate
3492,"Ekkada stop chesado akkade kottesthadu ,virat Bhai ki telusu othidi Ela thattukovalo",non-hate
3493,73 సెంచరీ అవుతుంది,non-hate
3494,ఒకటి మాత్రం నిజం కోహ్లీ ల శ్రద్ధ అంకిత భావం నిరంతర శ్రమ ...ఒత్తిడిని జయించడం ఇవన్నీ నేటి యువతకి ఆదర్శం .... యువ ఆటగాళ్లు కి కోహ్లీ ఒక రోల్ మోడల్,non-hate
3495,King Ane vadu okkade untadu Vadu ekkadunna kingee,non-hate
3496,King ekkada unna king ki eppudu nenu fan,non-hate
3497,కింగ్ ఇస్ బ్యాక్,non-hate
3498,"చాలా బాగా చెప్పారు,భగవద్గీత గురించి చెబుతూ చాలా బాగా ఎక్స్ప్లెయిన్ చేశారు.",non-hate
3499,ఉన్న తమైన జీవితానికి భగవాన్ శ్రీ కృష్ణుడు చూపిన మార్గమును చాలా చక్కగా వివరించినారు. మీకు ధన్యవాదములు.,non-hate
3500,కృష్ణం వందే జగద్గురుమ్,non-hate
3501,చాలా మంచి వీడియో అన్న,non-hate
3502,సౌండ్ రాకుండా కొట్టుకోండి,hate
3503,సంస్థలు అమ్మినవ,hate
3504,రేయ్ నీకు నేర్పించి వాన్ని దెంగల ఫస్ట్ గుద్దా మూసుకొని స్కూల్ వెళ్ళి చదువుకో ఎర్రి పుష్పం గానీ పనులు చేయద్దు,hate
3505,యాంకర్ ఏంటి బయ్యా ఎక్సపోసింగ్,hate
3506,మొన్న చుస్తే కర్రీ పిల్ల లా ఉంది ఇప్పుడు తొడలకి మేకప్ వేసింది అనుకుంట,hate
3507,మహానుభావుడివి సార్ నువ్వు. మేడం గారు మికో నమస్కారం. ఇద్దరు సరిపోయారు. నిజాన్ని నిర్భయంగా,hate
3508,మల్లారెడ్డి అంటే ఫేమస్ అందుకే ఇప్పుడు నువ్వు దాచుకున్న అక్రమ ఆస్తులను ఐటి అధికారులు నుండి ఎలా తప్పించుకుంటారు,hate
3509,"బొంగులే,, గవర్నమెంట్ వెనకాల ఉంటే వంద చెప్పొచ్చు. ",hate
3510,"పెటేస్తున్నారు, పెట్టాడు, పెటేశాడు",hate
3511,పుట్టడమే వెస్ట్ అనుకుంటే మళ్ళీ ఇవన్నీ ఏంటి,hate
3512,పాలమ్మిన.. పూలమినా.. ఇంకా నయం పూ *** అమ్మిన అన్లే ,hate
3513,పాప హోమ్ లో నీళ్ల ట్యాంక్ లో నీళ్లు లేవనుకుంటా ,hate
3514,నేనూ రెండు ట్రై చేసాను సమ్మగా ఉంది,hate
3515,నేను రోజూ అనసూయను ఉహించు కుంటు కొడుతున్న ,hate
3516,నీలాంటోళ్లు పాలమ్మిన వాళ్లు చాలామంది ఉన్నారు వాళ్ళకి ఎందుకు రావడం లేదు అదృష్టం .... అన్ని దొంగ పనులు చేసినవ్,hate
3517,నీకు ఎంత నోడు దూల ఉంది కాబట్టే నీ ఇంటి మీద దాడి చేశారు,hate
3518,నీకు అసలు ఉంటే కదా రా సిగ్గు నీతో కూడా చేస్తాడేమో ఇప్పుడు chi,hate
3519,నిజంగానే ఈ పాప తొడ చాలా చాలా బాగుంది,hate
3520,నా వెంట్రుక పీకలేవని ఈ సభ ముఖంగా చెబుతున్నాను.,hate
3521,తెలుగు బాయ్ ఫ్రెండ్ కావాలీ,hate
3522,తాత నీకు 60 పాప కీ 25యెందీరా మాకు ఈ దరిద్రమ్...?️️️,hate
3523,జగన్ & కో కులం మతం ప్రాంతాల మధ్య చిచ్చు పెట్టి చలిమంట కాచుకొనే దండుపాళ్యం బాచ్,hate
3524,కామానికి కళ్ళు లేవు ....,hate
3525,కష్టపడే వాల్లని కష్టపెట్టిండు,hate
3526,ఏదో పెట్టేదని లేక అడిగింది,hate
3527,ఏక్కడకి పోయండి ఈ మహిళా కమిషన్,hate
3528,ఏ హీరో అయినా పాటలో dance చెయ్యొచ్చు kani NTR నటిస్తాడు కాదు..... జీవిస్తాడు అని రుజువు అయింది,hate
3529,ఎవర్తిరా ఇది. దిష్టి బొమ్మకి గుద్దలేసినట్టుండాది.....,hate
3530,ఈ అనిల్ గాడు జగన్ కోసం వాళ్ళ ఫ్యామిలీ కోసమే జనాలకి మాత్రం అన్యాయం జరిగితే పట్టించుకోరు అన్నమాట,hate
3531,ఇది రెడ్ లైట్ ఏరియాలోది అనుకుంటా,hate
3532,ఇది frankness నీ బొంద.... అనాగరికం.... సభ్యత సంస్కారం లేని ఒక సైకో వీడు.... గుహల్లో జీవించాల్సిన వాడు.,hate
3533,ఇటువంటి తీర్పులు ఇలాంటి వాళ్లే చెప్పగలరు నమ్మిన TV యజమానులుకు ధన్యవాదాలు,hate
3534,ఇంత కరువులో ఉన్నరేంటిరా.,hate
3535,ఆడు చూసి చూసి రోజా పక్కన కూర్చుంటాడేమే అనుకున్నా.,hate
3536,అదానీ అంబానీలను అడిగే దమ్ముందిరా మీకు లఫూట్,hate
3537,అడిగే వెదవల్లార అనీల్ అంబానీ తండ్రి బీచ్చిలో వడపావ్ అమ్ముకున్నడు అది తెలుసామీకు,hate
3538,అందరూ కష్టపడతారు.. వాళ్లు తినడానికి ఉండడానికి సరిపోతుంది.. కష్టం పేరు చెప్పు నీలాగా దుర్మార్గాలు చేసే వాళ్లే పైకి వస్తారు,hate
3539,Venuka nundi baga pettinchukuntundi,hate
3540,veli metro station lo padeyandi,hate
3541,Veediki inka pani em ledu anukunta bokkalo choreography,hate
3542,Vadu dhenikey fill avadu rooo vadu em cheputhadoo adinikey nuvvu fill avalku,hate
3543,Teeskelli railway station loo padeyandi ,hate
3544,Super... Metro lo job ochesinatte,hate
3545,Sollu puka antha solluu.... ,hate
3546,Sadhuvu rakapothey kanisam mimic cheskuni edho oka railway station lo work cheyyochu ,hate
3547,Romance kuda cheyyandi siggu lekunda,hate
3548,"RGV తో కలిసి wine,vodka,rum ఇంకా చాలానే చేస్తుంది bro",hate
3549,Reyy evvarra meeru antha,hate
3550,Rey ..... addamina vallani judges chesi .....papam shekar master value teesunnaru ,hate
3551,Ramu inner peeling : night ki gunta tho dengulata ki set ipoyindi,hate
3552,Ramakrishna garu thappa migilina chillara aedhavalni pettaru judje lu ga,hate
3553,Ra nenu pedutha ekkada kavalante akkada ,hate
3554,Ra Ne aka chaputho dangu..tha lan.a na kodaka,hate
3555,Pora pilla puka,hate
3556,Po ra Rey po raa edhava sodhi ekkuvaipothundhi insta loo,hate
3557,Pakkana una athanu car driver anukunta anduke face chupincha ledu dini malli lover Ani cutting gu,hate
3558,NXT Stop Ameerpet. తలుపులు ఎడమ వైపున తెరుచుకుంటాయి,hate
3559,nuv chance isthe vadu ni mokam midane kottesthade,hate
3560,Nu rgv tho denginchukoo,hate
3561,Ne expressions gudda ni dengaa ne patalu gudda ni denga,hate
3562,Naku cheyadam chaala istam ...avarikaina ,hate
3563,Naa daggara ki raa chirigipoye dhaka chestha,hate
3564,Mundu metro edavaligaa ap ki inko 20 years inaa raadu,hate
3565,Long drive ledu modda ledu normuskoni intlo saavu,hate
3566,Lanjakodukulu speed ga 150-200cc bikes nadipe valaki extra insurance kattali.,hate
3567,Lanjakodukullara mellaga chusukoni pondi ra. Lanjakodukullara,hate
3568,Lakshalu lakshalu fees lu dengina,hate
3569,Kutha chimpi paara dengutha ani Artem Kcpd ante,hate
3570,Kcpd men's kutha chnpi paddengutha,hate
3571,itlantivi cheppi hostels lo undevallani Inka cheda dobbandi ,hate
3572,Ippudu ekkadiki poindi ra Telugu bhasha mida unna mi abhimanam ,hate
3573,Ammai ni pattukoni kavalissindhi konuko ani anta vurukuntunda ,hate
3574,Inka aapuuuuuu ,hate
3575,Idhi language class aa Leda mimicry artist class aa,hate
3576,Good mama tisukeli railway station lo padeyandi,hate
3577,Entha show dengutunnaro telsa nvu vadu chustunna chala over iendi KG skin ledhu body lo endukey neku thonda mokam dhana,hate
3578,entandi pusukunna antha pedha Mata anesav,hate
3579,"English nerpistunatu ledu , English ni mimicry cheyadam nerpistunatu undhi",hate
3580,E vedio chusi nenu chesukovaalsi vastundi inkaa chaalu,hate
3581,Diniki antha bulid up enduku,hate
3582,Bro vere yavaru doraka ledha ee pandi mokamdi dorikindha,hate
3583,bodudu super,hate
3584,Backside వెనకమాల backside scope scope కరో సంక నాకు ఎస్తున్నడులే ఎనకనుంచి,hate
3585,"atleast akkadaina vudyogam vacchindi,chaala mandiki adi sampadinche scene ledu le bro",hate
3586,Ashu కాళ్ళు నాకినావ్.ఈ అమ్మాయ్ నీ ఎక్కడ నాకీనావ్ స్వామి.తొడల మీదే దృష్టి ఎక్కువ ఉంది,hate
3587,Arey evadi ucha tagutav ra eppudu chethila oka modda pattukunoi untav,hate
3588,ap lo road la ki aa dikku ledh malla metro endhi mawa,hate
3589,ap lo jagan anna debbaki metro ledhu le bro,hate
3590,Antha fake ey solu galu baga ekuva ayaru,hate
3591,Ante ithanu ne ex annamata ,hate
3592,Ammayila paruvu theesindhi,hate
3593,Adi sigrate taguthundhi observe chesara,hate
3594,adi hukka ra bookaahhh Reddy,hate
3595,Adhi flatform kaadhu platform,hate
3596,Adara Dengings Inka aa roju nyt,hate
3597,Aaku puuku theliyandhi kuda judge aipoindhi ,hate
3598,Aaa cheera etthi guddalo pettara be nee mogga ni,hate
3599,Aa teskelli railway station counter lo padeyandi,hate
3600,Aaku puuku theliyandhi kuda judge aipoindhi ,hate
3601,Kutha chimpi para dengavu ani ardam,hate
3602,Dhinni evadu ra judge chesindi..asalu..manchi matale Ravu dhiniki,hate
3603,కుత్త చించి పరా దెంగావు,hate
3604,"KuthA chinchi pari dengutham,",hate
3605,Kutha chilchhii Pagaal dhangaav aani ardam,hate
3606,Arupulu ekkuva jadgement thakkuva,hate
3607,Kuthaa chinchi padi dengav raa,hate
3608,Lanja laga show lo vunnadhi ani commen scence kuda ledhu ,hate
3609,Eema em peekindhi ra judge la pettaru,hate
3610,శ్రీముఖి బర్రె గొంతు chala irritated ga undi,hate
3611,Keka pettinchi denginav,hate
3612,Dhanikki kutha gilla mammulaga lehdu ra show na adhi,hate
3613,Villu villa mohaniki judge Chillara Vedavalu,hate
3614,Chillar Dani avadra judge chesindi Bosidike ,hate
3615,West mokalu motham judge laa,hate
3616,Kutha simpi para debgav,hate
3617,Dance raani dhanni dance judge ga pettaru ,hate
3618,Kutta chinchi para dengutaam,hate
3619,Kutha chimpi. Pardengutha ninnu varshini,hate
3620,Nethooo annisarlu chesavu ani aduguuuu,hate
3621,Nee matalu thappa em chesedhi lefhu,hate
3622,Arey drama rao apura Ne sollu,hate
3623,ఛీ దీనమ్మ ఎందుకు రా వీడు,hate
3624,Arey ni bondha ra chetha na kodaka,hate
3625,పడుతున్న సన్నాసులకి మీకు ఇంత ఏజ్ వచ్చింది కదా మీ అమ్మ కూడా అంటే కదా,hate
3626,Mee mother kuda inkokariki aunty a raa chetta dikkumalina Pata,hate
3627,Correct.... Army green ani buildup ichi... Amoled green vesukunnaru...,hate
3628,"Evadu vachina game aadedhi cash kosamey ,erripappalu iyyedhi manamey",hate
3629,Evaru erripapalu avutaru 2024 lo choodam lee,hate
3630,Kallu kakulu ethukoni poayayi...JaganBros,hate
3631,Yarri puvvu aeeyadu ga nani… nani anna yaeee,hate
3632,Sontha Peru meda registration chey leka piyadu,hate
3633,Re charge ayepothe Ela ra Google open avrhundu,hate
3634,Arey ho sullaiga net ldhu kdha etla open ithdhi rah pukaa,hate
3635,Net I pothe google lo ela search chestav ra bevakoof,hate
3636,Recharge aipothey data ela vastadhi ra erri puka,hate
3637,Arey badcaw recharge iypothe data ala osthundhr rah,hate
3638,Orey search cheyalante balance undali kad ara ,hate
3639,Rey verri pushpam recharge khaali ayyaka browser yela work avuthundira,hate
3640,Net balance lekunda google ala cheyali ra lukka,hate
3641,Ne bathukula sulli net nenu dengina vadu esthada recharge aipothe,hate
3642,Veelu chesadi gymnastics malla vale dhani dance anukuntaru,hate
3643,Arey sully chikku ra andharridhi interest life untadhi pichi lanja,hate
3644,నా పేరు గుండురావు చదవలేదు చదువురాదు చదివిన రాలేదు,hate
3645,Bidda evaroo erripuka la unnadu,hate
3646,Frist vaani bayattaku dhegemanu,hate
3647,Veedu veeni peekudu matalu vinni intarvu moddagallu,hate
3648,గుద్దా మూసుకొని కాలేజ్ కి వెళ్ళు రా ఎందుకు పనికి రాకుండా పోతవ ఏర్రి పుకూ అయేతవు.,hate
3649,Chaduvukuntunna pillalni cheda dengey la unnadu vedu bsdk,hate
3650,Prathi lucha gaadu na istam ani cheppi opinion cheppatame.,hate
3651,Nuvvo moddaganivi andhuke aapesnav,hate
3652,Valaki kadhu mundhu alantolani interview chestuna villaki pagalali ,hate
3653,Evadra erri puukodu vaadu.. Duplicate gild eskuni show dhenguthunnadu,hate
3654,Arey pilla bacha nayala niku chaduvu abbaledhu ani chepu direct ga sodhi enduku dengutav,hate
3655,Are kojja yeshalu api dad mom ni chudukondiraa,hate
3656,Endhuku ante vallu chetha lanchodukulu bro,hate
3657,Are lanjoduka eko saru video theyaki raa lajodka,hate
